k_folds,norm,eta,lambda,train average loss,test average loss,,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,,test average loss,,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,,train average loss
4,none,0.6,0.3,160.4761905,39.52380952,,43,39,38,43,38,38,39,38,38,39,38,38,39,39,38,38,39,39,43,43,43,,39.52380952,,157,161,162,157,162,162,161,162,162,161,162,162,161,161,162,162,161,161,157,157,157,,160.4761905
4,none,0.6,0.4,160.0952381,39.9047619,,43,39,39,43,43,39,38,38,38,39,39,39,38,39,39,43,39,38,43,39,43,,39.9047619,,157,161,161,157,157,161,162,162,162,161,161,161,162,161,161,157,161,162,157,161,157,,160.0952381
4,none,0.6,0.5,159.2380952,40.76190476,,39,38,43,38,43,43,43,39,43,39,39,43,39,39,43,39,43,39,43,43,38,,40.76190476,,161,162,157,162,157,157,157,161,157,161,161,157,161,161,157,161,157,161,157,157,162,,159.2380952
4,none,0.6,0.6,160.8571429,39.14285714,,39,39,38,39,39,38,43,39,38,38,43,38,39,39,38,43,38,38,38,39,39,,39.14285714,,161,161,162,161,161,162,157,161,162,162,157,162,161,161,162,157,162,162,162,161,161,,160.8571429
4,none,0.6,0.7,160.4761905,39.52380952,,38,38,43,43,39,39,39,38,43,38,43,39,38,38,38,39,38,39,39,38,43,,39.52380952,,162,162,157,157,161,161,161,162,157,162,157,161,162,162,162,161,162,161,161,162,157,,160.4761905
4,none,0.6,0.8,160.5238095,39.47619048,,38,39,38,39,39,38,43,38,39,38,38,38,38,43,39,43,39,43,43,38,38,,39.47619048,,162,161,162,161,161,162,157,162,161,162,162,162,162,157,161,157,161,157,157,162,162,,160.5238095
4,none,0.6,0.9,160.5714286,39.42857143,,38,43,39,38,38,39,38,39,38,39,39,39,39,43,39,39,43,38,39,38,43,,39.42857143,,162,157,161,162,162,161,162,161,162,161,161,161,161,157,161,161,157,162,161,162,157,,160.5714286
4,none,0.6,1,159.8571429,40.14285714,,43,39,38,43,39,39,38,39,43,43,43,39,43,39,39,39,43,39,38,38,39,,40.14285714,,157,161,162,157,161,161,162,161,157,157,157,161,157,161,161,161,157,161,162,162,161,,159.8571429
4,none,0.7,0.1,159.6666667,40.33333333,,43,38,38,43,43,39,39,38,43,38,38,38,43,38,43,39,43,43,38,43,39,,40.33333333,,157,162,162,157,157,161,161,162,157,162,162,162,157,162,157,161,157,157,162,157,161,,159.6666667
4,none,0.7,0.2,159.6190476,40.38095238,,39,39,39,39,43,43,43,38,39,39,39,39,39,38,43,43,43,39,43,43,38,,40.38095238,,161,161,161,161,157,157,157,162,161,161,161,161,161,162,157,157,157,161,157,157,162,,159.6190476
4,none,0.7,0.3,159.8571429,40.14285714,,39,39,39,43,43,43,38,39,38,38,43,38,43,43,39,38,43,38,38,38,43,,40.14285714,,161,161,161,157,157,157,162,161,162,162,157,162,157,157,161,162,157,162,162,162,157,,159.8571429
4,none,0.7,0.4,160.1428571,39.85714286,,38,39,39,43,38,39,43,38,39,43,43,39,39,43,43,39,38,38,38,39,39,,39.85714286,,162,161,161,157,162,161,157,162,161,157,157,161,161,157,157,161,162,162,162,161,161,,160.1428571
4,none,0.7,0.5,160.4285714,39.57142857,,38,38,43,43,38,39,43,38,43,39,38,38,39,38,43,38,38,38,38,43,38,,39.57142857,,162,162,157,157,162,161,157,162,157,161,162,162,161,162,157,162,162,162,162,157,162,,160.4285714
4,none,0.7,0.6,160.047619,39.95238095,,38,39,38,43,43,38,39,38,38,38,38,39,43,39,43,43,39,43,43,38,39,,39.95238095,,162,161,162,157,157,162,161,162,162,162,162,161,157,161,157,157,161,157,157,162,161,,160.047619
4,none,0.7,0.7,160.0952381,39.9047619,,43,43,43,38,43,38,39,39,38,38,43,38,38,43,38,39,38,38,39,39,43,,39.9047619,,157,157,157,162,157,162,161,161,162,162,157,162,162,157,162,161,162,162,161,161,157,,160.0952381
4,none,0.7,0.8,160.047619,39.95238095,,39,38,38,43,38,39,38,39,43,43,38,43,43,43,39,39,43,38,38,39,38,,39.95238095,,161,162,162,157,162,161,162,161,157,157,162,157,157,157,161,161,157,162,162,161,162,,160.047619
4,none,0.7,0.9,159.6190476,39.80952381,,39,38,43,43,39,38,43,38,39,43,43,43,38,43,38,38,36,38,39,38,39,,39.80952381,,161,162,157,157,161,162,157,162,161,157,157,157,162,157,162,162,152,162,161,162,161,,159.6190476
4,none,0.7,1,159.9047619,40.0952381,,38,39,43,38,39,38,43,43,43,39,43,43,39,38,39,39,38,39,43,39,39,,40.0952381,,162,161,157,162,161,162,157,157,157,161,157,157,161,162,161,161,162,161,157,161,161,,159.9047619
4,none,0.8,0.1,160.2857143,39.71428571,,39,39,43,38,43,38,39,39,39,39,39,39,39,43,43,43,38,38,39,38,39,,39.71428571,,161,161,157,162,157,162,161,161,161,161,161,161,161,157,157,157,162,162,161,162,161,,160.2857143
4,none,0.8,0.2,160.0952381,39.9047619,,38,43,39,43,38,38,43,39,43,43,38,39,39,39,39,38,39,39,39,39,43,,39.9047619,,162,157,161,157,162,162,157,161,157,157,162,161,161,161,161,162,161,161,161,161,157,,160.0952381
4,none,0.8,0.3,160.047619,39.95238095,,43,38,38,43,38,38,38,43,39,38,43,39,43,38,39,38,43,39,39,39,43,,39.95238095,,157,162,162,157,162,162,162,157,161,162,157,161,157,162,161,162,157,161,161,161,157,,160.047619
4,none,0.8,0.4,159.8571429,40.14285714,,39,43,43,38,39,43,38,38,38,39,43,38,38,43,43,38,38,43,43,39,39,,40.14285714,,161,157,157,162,161,157,162,162,162,161,157,162,162,157,157,162,162,157,157,161,161,,159.8571429
4,none,0.8,0.5,160.6190476,39.38095238,,38,38,39,38,39,39,38,39,39,43,39,38,43,39,43,39,43,38,38,39,38,,39.38095238,,162,162,161,162,161,161,162,161,161,157,161,162,157,161,157,161,157,162,162,161,162,,160.6190476
4,none,0.8,0.6,159.3809524,40.61904762,,43,38,43,43,39,39,38,38,43,38,39,43,43,39,43,43,43,43,38,38,39,,40.61904762,,157,162,157,157,161,161,162,162,157,162,161,157,157,161,157,157,157,157,162,162,161,,159.3809524
4,none,0.8,0.7,159.8571429,40.14285714,,39,43,38,43,43,38,43,39,43,38,43,38,38,38,39,39,39,38,43,38,43,,40.14285714,,161,157,162,157,157,162,157,161,157,162,157,162,162,162,161,161,161,162,157,162,157,,159.8571429
4,none,0.8,0.8,159.5238095,40.47619048,,43,43,38,39,43,43,39,43,38,38,43,39,43,39,38,39,43,43,38,39,39,,40.47619048,,157,157,162,161,157,157,161,157,162,162,157,161,157,161,162,161,157,157,162,161,161,,159.5238095
4,none,0.8,0.9,159.8571429,40.14285714,,43,43,38,39,39,43,38,38,38,38,39,38,38,39,43,39,43,43,38,43,43,,40.14285714,,157,157,162,161,161,157,162,162,162,162,161,162,162,161,157,161,157,157,162,157,157,,159.8571429
4,none,0.8,1,160.6666667,39.33333333,,39,39,43,43,39,38,39,43,38,38,39,38,38,39,38,43,38,39,38,39,38,,39.33333333,,161,161,157,157,161,162,161,157,162,162,161,162,162,161,162,157,162,161,162,161,162,,160.6666667
4,none,0.9,0.1,161.1904762,38.80952381,,43,39,39,38,43,38,38,39,39,39,38,38,38,38,39,38,38,39,38,38,38,,38.80952381,,157,161,161,162,157,162,162,161,161,161,162,162,162,162,161,162,162,161,162,162,162,,161.1904762
4,none,0.9,0.2,159.5714286,40.42857143,,39,38,38,39,39,43,43,38,38,43,39,38,43,39,43,43,43,39,38,43,43,,40.42857143,,161,162,162,161,161,157,157,162,162,157,161,162,157,161,157,157,157,161,162,157,157,,159.5714286
4,none,0.9,0.3,159.8095238,40,,43,43,39,38,39,43,38,39,39,43,38,43,39,39,38,38,39,38,38,43,43,,40,,157,157,161,162,161,157,162,161,161,157,162,153,161,161,162,162,161,162,162,157,157,,159.8095238
4,none,0.9,0.4,160.3809524,39.61904762,,38,39,39,43,38,43,39,38,43,38,38,38,43,38,38,43,38,39,43,38,38,,39.61904762,,162,161,161,157,162,157,161,162,157,162,162,162,157,162,162,157,162,161,157,162,162,,160.3809524
4,none,0.9,0.5,160.8571429,39.14285714,,43,39,38,38,39,38,38,39,38,38,38,43,39,39,39,39,38,39,43,38,39,,39.14285714,,157,161,162,162,161,162,162,161,162,162,162,157,161,161,161,161,162,161,157,162,161,,160.8571429
4,none,0.9,0.6,159.8571429,40.14285714,,38,43,38,39,38,38,38,39,43,39,39,38,38,38,39,43,43,43,43,43,43,,40.14285714,,162,157,162,161,162,162,162,161,157,161,161,162,162,162,161,157,157,157,157,157,157,,159.8571429
4,none,0.9,0.7,159.3333333,40.66666667,,43,43,39,43,39,39,38,39,38,38,43,43,43,43,43,39,43,39,38,38,43,,40.66666667,,157,157,161,157,161,161,162,161,162,162,157,157,157,157,157,161,157,161,162,162,157,,159.3333333
4,none,0.9,0.8,160.1428571,39.85714286,,43,43,39,39,39,38,43,38,39,38,43,38,43,43,39,38,39,38,39,39,39,,39.85714286,,157,157,161,161,161,162,157,162,161,162,157,162,157,157,161,162,161,162,161,161,161,,160.1428571
4,none,0.9,0.9,160.1428571,39.85714286,,39,38,39,38,43,38,38,43,39,38,38,38,39,38,43,38,43,43,43,43,38,,39.85714286,,161,162,161,162,157,162,162,157,161,162,162,162,161,162,157,162,157,157,157,157,162,,160.1428571
4,none,0.9,1,159.5714286,40.42857143,,38,39,43,43,43,39,43,39,43,39,43,38,39,38,39,43,38,43,38,38,43,,40.42857143,,162,161,157,157,157,161,157,161,157,161,157,162,161,162,161,157,162,157,162,162,157,,159.5714286
4,none,1,0.1,160.3809524,39.61904762,,38,43,43,39,38,38,38,38,38,38,43,39,38,38,38,43,38,43,43,39,39,,39.61904762,,162,157,157,161,162,162,162,162,162,162,157,161,162,162,162,157,162,157,157,161,161,,160.3809524
4,none,1,0.2,158.952381,41.04761905,,43,43,43,43,43,39,38,38,43,38,43,43,39,38,38,43,43,39,39,43,43,,41.04761905,,157,157,157,157,157,161,162,162,157,162,157,157,161,162,162,157,157,161,161,157,157,,158.952381
4,none,1,0.3,159.7619048,40.23809524,,43,39,38,39,43,39,43,38,38,43,38,39,43,39,39,38,38,39,43,43,43,,40.23809524,,157,161,162,161,157,161,157,162,162,157,162,161,157,161,161,162,162,161,157,157,157,,159.7619048
4,none,1,0.4,159.9047619,40.0952381,,38,43,43,43,39,38,39,38,38,43,38,43,38,39,38,43,39,43,38,43,38,,40.0952381,,162,157,157,157,161,162,161,162,162,157,162,157,162,161,162,157,161,157,162,157,162,,159.9047619
4,none,1,0.5,159.5714286,40.42857143,,38,43,43,43,39,39,43,39,39,43,43,38,43,38,38,39,38,43,39,43,38,,40.42857143,,162,157,157,157,161,161,157,161,161,157,157,162,157,162,162,161,162,157,161,157,162,,159.5714286
4,none,1,0.6,160.6666667,39.33333333,,38,39,43,43,39,38,39,39,38,38,39,39,38,38,38,39,38,43,43,39,38,,39.33333333,,162,161,157,157,161,162,161,161,162,162,161,161,162,162,162,161,162,157,157,161,162,,160.6666667
4,none,1,0.7,160.5238095,39.47619048,,39,38,38,39,43,39,39,38,38,43,38,39,38,38,43,43,38,39,38,43,38,,39.47619048,,161,162,162,161,157,161,161,162,162,157,162,161,162,162,157,157,162,161,162,157,162,,160.5238095
4,none,1,0.8,160.1904762,39.80952381,,38,38,43,39,38,39,38,38,39,38,39,39,43,39,43,43,43,43,39,39,38,,39.80952381,,162,162,157,161,162,161,162,162,161,162,161,161,157,161,157,157,157,157,161,161,162,,160.1904762
4,none,1,0.9,159.8095238,40.19047619,,43,38,43,38,38,39,39,43,38,38,39,43,43,43,43,39,43,39,38,38,39,,40.19047619,,157,162,157,162,162,161,161,157,162,162,161,157,157,157,157,161,157,161,162,162,161,,159.8095238
4,none,1,1,159.8095238,39.71428571,,43,39,38,39,43,39,38,39,43,39,38,39,42,39,43,39,39,39,39,38,39,,39.71428571,,157,161,162,161,157,161,162,161,157,161,162,161,149,161,157,161,161,161,161,161,161,,159.8095238
6,min_max,0.1,0.1,74.9047619,19.85714286,,21,21,21,21,21,21,22,21,21,21,21,21,3,21,21,21,16,19,21,21,21,,19.85714286,,79,79,79,79,79,79,78,79,79,79,77,79,25,79,79,79,59,71,79,78,79,,74.9047619
6,min_max,0.1,0.2,74.95238095,20,,21,21,22,21,21,14,21,22,21,21,17,21,22,21,19,8,21,21,21,23,21,,20,,78,78,77,79,79,55,78,79,79,79,80,79,75,79,76,27,79,78,79,82,79,,74.95238095
6,min_max,0.1,0.3,74.19047619,19.66666667,,6,21,21,21,21,21,21,21,21,16,20,21,22,21,21,21,13,21,21,21,21,,19.66666667,,34,79,79,79,79,79,78,79,79,57,75,79,80,79,79,79,49,79,79,79,79,,74.19047619
6,min_max,0.1,0.4,79.95238095,20.95238095,,21,21,21,25,28,17,21,21,21,21,21,21,23,21,21,17,22,14,21,21,21,,20.95238095,,79,79,79,88,99,83,79,79,79,79,79,77,84,79,80,83,79,58,79,79,79,,79.95238095
6,min_max,0.1,0.5,83.19047619,21.95238095,,22,24,23,21,21,33,23,14,21,21,20,30,21,21,22,21,21,21,25,22,14,,21.95238095,,80,83,83,79,79,138,82,66,79,79,93,96,80,79,80,79,79,79,92,75,67,,83.19047619
6,min_max,0.1,0.6,82.28571429,21.19047619,,34,21,17,30,21,21,21,21,11,21,21,21,8,21,22,17,21,21,22,23,30,,21.19047619,,119,79,83,143,79,79,79,79,50,79,79,79,45,79,80,84,79,79,78,80,97,,82.28571429
6,min_max,0.1,0.7,88.52380952,23.04761905,,43,21,18,21,38,23,21,23,23,21,43,21,9,11,17,33,23,17,20,21,17,,23.04761905,,157,80,77,79,125,80,97,84,80,79,157,79,38,48,83,121,80,83,70,79,83,,88.52380952
6,min_max,0.1,0.8,104.2857143,27.76190476,,43,33,21,21,43,24,21,20,39,21,21,26,34,22,42,21,27,21,22,40,21,,27.76190476,,157,135,79,79,155,84,79,87,161,79,79,94,148,81,149,78,94,79,79,135,79,,104.2857143
6,min_max,0.1,0.9,94.76190476,25.33333333,,43,21,26,21,25,33,21,43,39,43,21,21,17,35,24,23,17,11,21,6,21,,25.33333333,,156,79,95,79,92,120,79,157,161,150,79,80,70,110,89,82,84,37,79,33,79,,94.76190476
6,min_max,0.1,1,110.047619,29.85714286,,21,22,19,21,23,22,21,40,43,22,23,34,42,19,43,36,28,43,43,21,41,,29.85714286,,79,82,84,79,81,83,79,150,157,79,80,119,151,92,157,140,95,157,156,79,132,,110.047619
6,min_max,0.2,0.1,73.14285714,19.19047619,,21,19,21,17,22,21,8,21,21,21,21,17,21,19,21,21,21,21,21,8,20,,19.19047619,,79,70,75,83,79,79,26,76,79,79,79,79,79,69,79,79,79,77,79,35,77,,73.14285714
6,min_max,0.2,0.2,74.57142857,18.76190476,,21,21,22,21,21,21,17,11,21,21,15,17,21,14,18,21,20,21,12,17,21,,18.76190476,,79,79,79,79,79,79,83,42,79,79,72,86,79,66,62,79,73,79,47,87,79,,74.57142857
6,min_max,0.2,0.3,80.0952381,20.47619048,,6,17,16,23,31,21,21,18,39,22,23,21,21,17,21,24,21,21,9,21,17,,20.47619048,,23,84,77,80,122,79,73,68,161,79,83,79,79,84,74,80,79,79,41,79,79,,80.0952381
6,min_max,0.2,0.4,87.23809524,22.80952381,,23,22,37,25,32,25,21,17,15,23,11,35,21,28,19,21,21,21,21,21,20,,22.80952381,,80,80,136,91,122,94,79,84,52,83,48,148,79,98,87,79,79,80,79,79,75,,87.23809524
6,min_max,0.2,0.5,105,27.52380952,,21,39,20,29,43,39,21,25,21,21,23,12,29,20,21,39,20,39,41,23,32,,27.52380952,,79,161,75,108,157,134,79,110,79,79,79,39,91,94,79,161,93,161,141,80,126,,105
6,min_max,0.2,0.6,115.047619,30.52380952,,39,23,39,17,39,39,43,40,39,23,21,9,23,21,43,43,22,21,43,21,33,,30.52380952,,161,80,161,88,129,152,157,146,161,80,79,27,80,79,157,157,78,79,156,79,130,,115.047619
6,min_max,0.2,0.7,124.3333333,32.23809524,,21,23,23,38,21,43,38,43,19,43,21,35,21,38,33,27,31,39,42,43,35,,32.23809524,,79,80,111,162,79,157,132,156,86,157,80,122,79,160,154,94,119,161,153,155,135,,124.3333333
6,min_max,0.2,0.8,114.2380952,29.14285714,,21,23,28,32,21,36,38,43,38,21,10,39,38,21,43,39,28,22,39,11,21,,29.14285714,,79,80,107,109,109,119,162,157,148,79,44,161,161,77,157,161,127,80,149,53,80,,114.2380952
6,min_max,0.2,0.9,124.047619,32.19047619,,30,21,43,39,39,33,43,21,39,21,17,42,33,23,21,43,43,16,27,39,43,,32.19047619,,114,79,157,161,161,138,157,79,159,79,84,151,141,80,79,157,157,78,94,143,157,,124.047619
6,min_max,0.2,1,138.6190476,35.42857143,,21,43,43,23,43,39,21,23,37,39,39,43,35,38,43,38,38,21,39,39,39,,35.42857143,,79,157,157,82,157,161,79,90,135,161,161,157,138,154,157,162,162,79,161,161,161,,138.6190476
6,min_max,0.3,0.1,72.28571429,17.61904762,,9,21,19,21,21,17,10,21,21,21,17,19,17,12,14,17,17,14,20,21,21,,17.61904762,,47,79,72,79,79,87,38,79,77,79,71,72,85,47,64,82,84,63,76,79,79,,72.28571429
6,min_max,0.3,0.2,78.80952381,19.95238095,,22,17,17,21,21,29,15,23,28,19,8,21,21,16,21,37,21,10,22,7,23,,19.95238095,,79,84,83,79,79,120,56,80,101,87,40,79,79,66,76,156,79,38,80,31,83,,78.80952381
6,min_max,0.3,0.3,107.8095238,26.85714286,,17,21,17,17,21,30,21,39,36,23,39,43,38,24,40,17,38,21,21,20,21,,26.85714286,,83,79,86,84,79,128,79,161,117,80,161,156,160,103,150,83,162,79,79,76,79,,107.8095238
6,min_max,0.3,0.4,108.1428571,28.0952381,,28,21,43,17,21,37,35,23,39,12,24,33,21,14,27,35,39,32,29,39,21,,28.0952381,,105,79,154,88,79,129,142,82,161,72,89,119,79,72,96,111,161,112,102,161,78,,108.1428571
6,min_max,0.3,0.5,109.7142857,28.61904762,,43,43,21,29,23,8,43,31,43,37,21,25,33,33,38,20,38,22,17,21,12,,28.61904762,,157,156,79,120,80,27,157,108,157,149,79,98,129,99,152,89,160,81,83,79,65,,109.7142857
6,min_max,0.3,0.6,125.047619,31.57142857,,20,23,43,38,22,38,21,17,39,21,37,21,21,41,43,43,34,39,43,39,20,,31.57142857,,94,83,157,161,81,162,79,84,161,98,156,79,79,133,154,157,140,161,157,161,89,,125.047619
6,min_max,0.3,0.7,112.047619,28.76190476,,21,39,38,39,22,39,22,21,38,42,7,31,38,43,17,18,42,39,18,8,22,,28.76190476,,79,161,161,149,81,161,77,79,138,145,31,117,162,157,83,89,145,161,62,23,92,,112.047619
6,min_max,0.3,0.8,138.6190476,35.19047619,,43,39,43,39,43,43,23,29,38,17,39,36,34,43,17,39,39,17,43,43,32,,35.19047619,,157,161,157,161,157,157,80,110,162,84,158,156,122,157,84,161,161,83,157,157,129,,138.6190476
6,min_max,0.3,0.9,142.8571429,36.38095238,,39,33,39,43,43,39,39,16,39,39,34,21,43,32,39,39,41,38,22,43,43,,36.38095238,,161,114,161,155,157,161,161,76,161,161,138,79,156,136,161,161,146,162,80,156,157,,142.8571429
6,min_max,0.3,1,127,32.52380952,,18,43,39,24,39,43,39,22,37,20,39,43,43,39,23,21,43,22,21,38,27,,32.52380952,,84,157,161,87,161,157,158,80,146,86,161,157,157,161,87,87,157,105,79,132,107,,127
6,min_max,0.4,0.1,75.85714286,19.0952381,,17,22,21,20,21,12,21,21,18,22,21,13,18,14,21,11,21,20,27,19,21,,19.0952381,,83,81,79,68,79,43,76,77,84,81,79,45,84,66,79,51,79,73,123,84,79,,75.85714286
6,min_max,0.4,0.2,91.19047619,23.85714286,,32,21,21,21,39,39,38,19,26,21,23,28,21,21,21,21,21,21,5,21,21,,23.85714286,,135,79,79,79,133,161,161,83,92,79,82,96,79,79,79,79,80,78,24,79,79,,91.19047619
6,min_max,0.4,0.3,102.5238095,27.23809524,,29,43,19,21,25,30,32,21,21,24,22,20,43,37,43,17,26,35,21,21,22,,27.23809524,,105,155,87,79,112,123,111,79,79,82,79,73,155,150,157,83,93,112,79,79,81,,102.5238095
6,min_max,0.4,0.4,121.3809524,31.71428571,,17,23,30,39,21,38,43,22,43,43,22,27,39,38,39,43,21,39,22,18,39,,31.71428571,,57,80,93,161,79,162,157,80,157,157,81,92,154,162,161,152,78,161,80,84,161,,121.3809524
6,min_max,0.4,0.5,125.2857143,32.66666667,,42,31,43,43,33,31,21,43,33,39,23,21,39,43,17,27,22,38,43,32,22,,32.66666667,,144,127,157,157,114,129,79,157,139,161,92,79,161,157,87,104,79,160,157,111,80,,125.2857143
6,min_max,0.4,0.6,136,35.28571429,,43,39,39,43,43,39,35,36,21,24,12,36,38,39,43,18,43,43,25,39,43,,35.28571429,,157,161,161,157,157,161,142,113,77,91,56,127,160,161,157,91,157,157,96,160,157,,136
6,min_max,0.4,0.7,125.6190476,31.61904762,,15,39,39,39,21,43,17,38,43,36,39,21,43,21,39,38,23,31,17,23,39,,31.61904762,,51,161,161,161,79,157,85,160,157,132,161,111,157,79,161,161,80,126,54,83,161,,125.6190476
6,min_max,0.4,0.8,139.9047619,34.61904762,,39,39,39,39,43,38,38,43,21,34,17,19,17,38,31,43,39,39,43,37,31,,34.61904762,,161,161,133,161,157,160,162,157,79,125,83,93,84,161,135,157,161,161,157,157,133,,139.9047619
6,min_max,0.4,0.9,138.7142857,35.52380952,,23,43,18,36,18,43,39,38,38,33,18,26,38,43,43,43,38,43,43,43,39,,35.52380952,,99,157,90,126,84,157,161,162,162,119,84,99,162,157,157,143,162,157,157,157,161,,138.7142857
6,min_max,0.4,1,141.0952381,36.0952381,,18,26,39,21,39,43,43,43,43,42,38,39,38,39,43,43,39,20,21,43,38,,36.0952381,,84,93,161,79,161,157,157,157,157,154,162,161,161,161,157,157,161,86,79,157,161,,141.0952381
6,min_max,0.5,0.1,82.42857143,20.85714286,,21,21,21,17,17,21,22,20,26,20,18,21,6,37,21,21,17,21,28,21,21,,20.85714286,,79,78,79,84,84,79,80,73,94,67,84,79,42,145,88,79,82,79,98,79,79,,82.42857143
6,min_max,0.5,0.2,106.1428571,27.47619048,,26,21,21,43,30,19,38,39,28,17,34,39,21,21,24,42,29,22,21,21,21,,27.47619048,,90,79,80,157,124,87,161,161,99,83,112,161,79,79,105,143,111,81,79,79,79,,106.1428571
6,min_max,0.5,0.3,127,33.71428571,,22,21,39,38,39,22,33,34,39,35,39,21,38,39,36,42,36,28,43,23,41,,33.71428571,,81,79,161,131,160,80,117,126,161,118,161,79,162,161,127,148,128,101,157,82,147,,127
6,min_max,0.5,0.4,130.4285714,33,,31,39,17,26,39,43,23,39,38,39,37,39,31,43,36,26,35,17,21,35,39,,33,,128,161,83,99,161,157,79,161,162,161,153,161,130,157,125,90,114,83,79,134,161,,130.4285714
6,min_max,0.5,0.5,122.7142857,31.80952381,,39,38,43,31,43,17,19,39,21,15,43,17,43,16,43,43,26,21,43,36,32,,31.80952381,,161,161,154,99,157,89,84,161,79,83,157,84,157,83,157,157,80,79,157,131,107,,122.7142857
6,min_max,0.5,0.6,130.0952381,33.9047619,,43,43,43,43,22,43,34,22,39,43,39,38,19,21,22,22,38,35,39,21,43,,33.9047619,,155,157,155,157,79,157,140,81,161,153,161,162,91,82,80,79,160,125,161,79,157,,130.0952381
6,min_max,0.5,0.7,133.4761905,34.28571429,,23,23,21,39,43,43,21,28,43,39,15,38,43,43,21,38,43,43,39,33,41,,34.28571429,,85,84,79,161,157,157,79,130,157,161,69,162,157,157,79,162,157,157,161,140,152,,133.4761905
6,min_max,0.5,0.8,142.1904762,35.71428571,,34,18,39,39,43,43,38,37,38,43,21,36,38,43,17,37,38,24,43,38,43,,35.71428571,,142,84,161,161,157,157,162,159,162,157,79,155,162,157,83,128,162,82,157,162,157,,142.1904762
6,min_max,0.5,0.9,149.952381,38.14285714,,43,38,29,30,42,39,43,43,33,38,43,39,18,43,39,43,43,39,39,38,39,,38.14285714,,157,158,114,117,151,161,157,157,121,162,157,161,84,157,161,157,157,176,161,162,161,,149.952381
6,min_max,0.5,1,153.6666667,39.0952381,,25,39,39,39,38,43,25,38,43,39,39,43,43,39,43,39,39,43,39,43,43,,39.0952381,,110,161,161,161,156,157,97,162,157,161,161,157,157,161,157,161,158,157,161,157,157,,153.6666667
6,min_max,0.6,0.1,90.57142857,23.28571429,,28,16,21,24,13,33,20,36,33,21,21,21,19,22,21,21,39,17,21,21,21,,23.28571429,,121,53,79,88,57,134,67,115,122,79,79,79,87,79,105,79,161,83,77,79,79,,90.57142857
6,min_max,0.6,0.2,106.6190476,27.14285714,,30,25,39,28,25,23,38,12,15,25,23,10,21,43,18,24,41,39,18,39,34,,27.14285714,,98,107,161,113,112,80,162,57,60,92,83,39,74,157,89,80,148,161,61,161,144,,106.6190476
6,min_max,0.6,0.3,111.047619,28.0952381,,18,21,43,43,39,26,25,21,39,35,21,21,21,15,43,26,23,21,26,39,24,,28.0952381,,84,79,150,157,161,98,116,79,161,150,80,79,79,66,157,120,87,79,101,161,88,,111.047619
6,min_max,0.6,0.4,141,36.04761905,,43,37,43,21,37,43,23,31,39,38,29,43,39,34,39,33,34,39,43,43,26,,36.04761905,,157,161,157,72,160,157,82,100,161,162,117,157,161,141,161,135,143,161,153,155,108,,141
6,min_max,0.6,0.5,131.3809524,33.42857143,,34,38,24,38,43,26,38,43,18,39,20,43,31,22,38,21,43,39,43,39,22,,33.42857143,,121,162,84,161,157,119,162,153,84,161,75,157,126,81,162,79,157,161,157,161,79,,131.3809524
6,min_max,0.6,0.6,134.2380952,34.33333333,,22,22,43,39,17,39,43,34,43,39,38,43,39,39,43,37,18,36,21,23,43,,34.33333333,,80,79,157,161,86,161,157,123,157,155,162,157,161,161,157,147,84,156,80,84,154,,134.2380952
6,min_max,0.6,0.7,147.047619,39.14285714,,43,38,38,38,41,43,43,36,43,43,39,43,43,21,41,43,43,22,39,43,39,,39.14285714,,157,162,148,162,137,157,157,129,157,157,161,157,157,79,139,157,157,79,161,157,161,,147.047619
6,min_max,0.6,0.8,144.2380952,36.80952381,,26,39,38,43,38,43,43,43,36,43,39,43,24,38,24,39,25,38,39,34,38,,36.80952381,,92,161,162,157,161,157,157,157,156,157,161,157,91,162,84,161,115,146,161,112,162,,144.2380952
6,min_max,0.6,0.9,145.047619,37.14285714,,21,27,43,43,43,38,43,39,30,43,43,39,38,36,39,28,43,43,19,43,39,,37.14285714,,79,100,157,157,157,162,157,161,128,157,157,161,162,158,161,114,157,157,86,157,161,,145.047619
6,min_max,0.6,1,156.7619048,39.0952381,,43,39,38,35,43,39,39,26,43,39,39,39,39,38,39,38,41,43,39,39,43,,39.0952381,,157,161,162,149,157,161,161,93,157,161,161,161,161,158,161,161,174,157,161,161,157,,156.7619048
6,min_max,0.7,0.1,83.76190476,21.85714286,,8,18,21,21,39,21,25,22,13,27,20,21,22,21,21,17,38,21,20,21,22,,21.85714286,,23,59,79,79,136,79,102,80,60,95,78,79,80,79,79,83,160,78,91,79,81,,83.76190476
6,min_max,0.7,0.2,124.5714286,32.9047619,,29,22,21,43,21,43,21,43,39,39,27,21,33,39,27,43,43,34,21,39,43,,32.9047619,,108,84,79,157,80,157,79,154,161,157,95,86,123,161,123,157,153,126,79,140,157,,124.5714286
6,min_max,0.7,0.3,115.1904762,29.0952381,,39,37,21,35,43,39,32,19,14,17,43,27,34,35,16,17,21,39,21,39,23,,29.0952381,,161,161,79,136,157,161,112,69,39,83,153,113,141,155,59,81,79,159,79,161,81,,115.1904762
